keyword,url,value
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201703/t20170323_249256.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201703/t20170327_249353.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201703/t20170327_249354.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201703/t20170329_249418.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201703/t20170329_249417.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170406_249610.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170406_249608.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170411_249713.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170412_249813.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170411_249712.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170413_249849.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170413_249848.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170420_250115.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170419_250039.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170419_250040.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170420_250116.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201704/t20170425_250487.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201705/t20170523_251994.html,1.5% 1.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201705/t20170527_252226.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170613_252677.html,1.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170620_253101.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170623_253237.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170626_253301.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170629_254019.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201706/t20170628_253826.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170704_254537.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170705_254589.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170713_254988.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170710_254781.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170720_255447.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170731_255906.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_gzcy/Xbb_gzcyRdwt/Xbb_gzxyZzs/201707/t20170728_255745.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_zcwj/201604/t20160420_139626.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_mtjd/201609/t20160918_208037.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_mtjd/201610/t20161018_209729.html,78.7% 1.3% 9.91% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_mtjd/201609/t20160914_208007.html,1.7% 2.5% 2.6% 6.1% 1.9% 49.5% 95.7% 17.6% 5.4% 9.9% 19.3% 25.5% 15.9% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_mtjd/201607/t20160726_166714.html,7.2% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_yysgzzzs/new_mtjd/201707/t20170718_255205.html,6.4% 8.5% 51.6% 11.6% 24.7% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_shgsdszgtzgg/new_mtpl/201707/t20170717_255131.html,184.19% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_shgsdszgtzgg/new_xxxs/201606/t20160613_164899.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_shgsdszgtzgg/new_sjjs/201707/t20170717_255094.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_shgsdszgtzgg/new_sjjs/201707/t20170717_255120.html,96.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_shgsdszgtzgg/new_sjjs/201608/t20160803_166856.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/new_ffclfgzd/201605/t20160511_162973.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/new_ffclfgzd/new_xgzd/201605/t20160511_163012.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/new_ffclfgzd/new_xzfg/201605/t20160511_163000.html,2.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/new_ffclfgzd/201605/t20160511_162949.html,2.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/201605/t20160511_162898.html,2.5% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSszl/new_nzzc/new_xxjyyd/201605/t20160511_162926.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170912_257436.html,7.2% 6.2% 8.2% 22.5% 19.3% 13.6% 18.7% 62.7% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201709/t20170913_257460.html,7.2% 9.8% 7.2% 6.2% 8.2% 22.5% 19.3% 13.6% 2.9% 23.5% 18.7% 19.1% 8.4% 18.8% 9.8% 9.3% 73.2% 10.2% 11.6% 0.1% 2.9% 13.1% 9.8% 8.4% 18.8% 31.3% 37.3% 51.7% 17.1% 21.2% 5.97% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201705/t20170502_250783.html,70.5% 31.8% 102.5% 10.5% 90.1% 71.9% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201704/t20170425_250475.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201702/t20170203_246778.html,4.5% 30.9% 40.4% 3.1% 17.1% 30.7% 13.3% 17.1% 4.3% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201703/t20170307_248651.html,6.4% 8.5% 51.6% 11.6% 24.7% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_bsfw/Xbb_bsfwNsfwzx/201711/t20171107_260280.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201704/t20170401_249513.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201701/t20170104_245903.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201702/t20170203_246774.html,
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201703/t20170308_248681.html,36.7% 
个人所得税,http://www.cqsw.gov.cn/Xbb_gsgw/Xbb_ssxc/Xbb_ssxcSwyw/Xbb_ssxcMtjj/201705/t20170503_250865.html,7.8% 51.6% 
